stat,player,line,over,under
passing_tds,Trevor Lawrence,1.5,-106,-123
passing_tds,Baker Mayfield,1.5,-111,-117
passing_tds,Joe Burrow,2.5,159,-214
passing_tds,Geno Smith,0.5,-254,186
passing_tds,Cameron Ward,1.5,171,-229
passing_tds,Jared Goff,1.5,-199,151
passing_tds,Tyler Shough,1.5,132,-172
passing_tds,Josh Allen,1.5,156,-207
passing_tds,C.J. Stroud,1.5,116,-150
passing_tds,Jacoby Brissett,1.5,150,-199
passing_tds,Justin Herbert,1.5,-215,162
passing_tds,Kyler Murray,1.5,115,-150
passing_tds,Jordan Love,1.5,-101,-129
passing_tds,Kirk Cousins,1.5,135,-177
passing_tds,Malik Willis,0.5,-218,164
passing_tds,Jayden Daniels,0.5,-252,186
passing_tds,Jalen Hurts,1.5,112,-145
passing_tds,Dak Prescott,1.5,-152,117
passing_tds,Jaxson Dart,1.5,126,-166
passing_tds,Patrick Mahomes,1.5,112,-145
passing_tds,Bo Nix,1.5,145,-192
completions,Sam Darnold,20.5,-126,-103
completions,Drake Maye,20.5,100,-130
completions,Matthew Stafford,23.5,-106,-122
completions,Brock Purdy,21.5,-116,-111
completions,Caleb Williams,19.5,-131,100
completions,Bryce Young,19.5,-120,-108
completions,Daniel Jones,21.5,-128,-102
completions,Lamar Jackson,17.5,-103,-126
completions,Aaron Rodgers,21.5,-110,-118
completions,Deshaun Watson,17.5,-106,-123
completions,Trevor Lawrence,20.5,-106,-123
completions,Baker Mayfield,21.5,-102,-127
completions,Joe Burrow,24.5,-116,-111
completions,Geno Smith,20.5,-118,-110
completions,Cameron Ward,19.5,-125,-103
completions,Jared Goff,23.5,-111,-117
completions,Tyler Shough,21.5,-118,-110
completions,Josh Allen,19.5,-112,-116
completions,C.J. Stroud,19.5,-125,-104
completions,Jacoby Brissett,21.5,-117,-112
completions,Justin Herbert,20.5,-121,-108
completions,Kyler Murray,21.5,-120,-109
completions,Jordan Love,20.5,-109,-119
completions,Kirk Cousins,19.5,-128,-102
completions,Malik Willis,17.5,-109,-118
completions,Jayden Daniels,17.5,-122,-106
completions,Jalen Hurts,18.5,-120,-108
completions,Dak Prescott,22.5,102,-132
completions,Jaxson Dart,18.5,-120,-108
completions,Patrick Mahomes,21.5,-115,-113
completions,Bo Nix,21.5,-104,-124
attempts,Sam Darnold,30.5,-100,-128
attempts,Drake Maye,32.5,-107,-122
attempts,Matthew Stafford,34.5,-115,-113
attempts,Brock Purdy,33.5,-125,-105
attempts,Caleb Williams,32.5,-106,-122
attempts,Bryce Young,30.5,-119,-109
attempts,Daniel Jones,32.5,-118,-110
attempts,Lamar Jackson,26.5,-121,-108
attempts,Aaron Rodgers,31.5,-111,-116
attempts,Deshaun Watson,30.5,-109,-118
attempts,Trevor Lawrence,32.5,-105,-125
attempts,Baker Mayfield,31.5,-108,-121
attempts,Joe Burrow,34.5,-112,-116
attempts,Geno Smith,30.5,-119,-109
attempts,Cameron Ward,31.5,-118,-111
attempts,Jared Goff,33.5,-110,-118
attempts,Tyler Shough,32.5,-115,-113
attempts,Josh Allen,29.5,-116,-111
attempts,C.J. Stroud,31.5,-107,-122
attempts,Jacoby Brissett,34.5,-103,-126
attempts,Justin Herbert,29.5,-114,-113
attempts,Kyler Murray,30.5,-128,100
attempts,Jordan Love,32.5,-109,-119
attempts,Kirk Cousins,29.5,-121,-108
attempts,Malik Willis,27.5,-119,-109
attempts,Jayden Daniels,29.5,-116,-112
attempts,Jalen Hurts,28.5,-113,-115
attempts,Dak Prescott,33.5,-102,-127
attempts,Jaxson Dart,29.5,-107,-122
attempts,Patrick Mahomes,31.5,-122,-107
attempts,Bo Nix,34.5,-109,-119
rushing_yards,Jahmyr Gibbs,83.5,-115,-114
rushing_yards,Derrick Henry,80.5,-108,-121
rushing_yards,Jonathan Taylor,77.5,-112,-115
rushing_yards,Saquon Barkley,77.5,-112,-115
rushing_yards,Bijan Robinson,76.5,-115,-114
rushing_yards,James Cook,74.5,-115,-114
rushing_yards,Javonte Williams,73.5,-114,-115
rushing_yards,D'Andre Swift,69.5,-114,-114
rushing_yards,Omarion Hampton,67.5,-111,-113
rushing_yards,De'Von Achane,66.5,-114,-112
rushing_yards,Breece Hall,64.5,-115,-111
rushing_yards,Kenneth Walker III,63.5,-113,-113
rushing_yards,Christian McCaffrey,60.5,-110,-118
rushing_yards,Quinshon Judkins,59.5,-117,-112
rushing_yards,Chase Brown,58.5,-114,-112
rushing_yards,Bucky Irving,57.5,-112,-114
rushing_yards,Kyren Williams,56.5,-108,-121
rushing_yards,Travis Etienne,56.5,-113,-114
rushing_yards,Rhamondre Stevenson,55.5,-114,-114
rushing_yards,David Montgomery,55.5,-113,-114
rushing_yards,Tony Pollard,54.5,-114,-113
rushing_yards,Jadarian Price,52.5,-111,-115
rushing_yards,Josh Jacobs,52.5,-114,-114
rushing_yards,MarShawn Lloyd,51.5,-114,-112
rushing_yards,Cam Skattebo,50.5,-107,-127
rushing_yards,Bhayshul Tuten,50.5,-114,-112
rushing_yards,Rico Dowdle,49.5,-114,-112
rushing_yards,J.K. Dobbins,49.5,-109,-110
rushing_yards,Jordan Mason,44.5,-113,-114
rushing_yards,Jacory Merritt,42.5,-112,-117
rushing_yards,Jaylen Warren,40.5,-113,-114
rushing_yards,Blake Corum,35.5,-114,-114
rushing_yards,Chris Rodriguez,33.5,-116,-113
rushing_yards,Jo'Quavious Marks,32.5,-111,-113
rushing_yards,Aaron Jones,29.5,-115,-111
rushing_yards,Rachaad White,23.5,-113,-114
rushing_yards,Kenneth Gainwell,21.5,-116,-113
rushing_yards,Tyjae Spears,21.5,-110,-118
rushing_yards,RJ Harvey,17.5,-110,-110
rushing_yards,Samaje Perine,19.5,-114,-113
rushing_yards,George Holani,19.5,-115,-111
rushing_yards,TreVeyon Henderson,18.5,-112,-112
rushing_yards,Braelon Allen,18.5,-109,-117
rushing_yards,Justice Hill,7.5,-118,-112
carries,Jahmyr Gibbs,17.5,-125,-105
carries,Derrick Henry,17.5,-122,-107
carries,Jonathan Taylor,18.5,-112,-116
carries,Saquon Barkley,18.5,-117,-110
carries,Bijan Robinson,18.5,-102,-127
carries,James Cook,16.5,-130,-101
carries,Javonte Williams,17.5,-111,-117
carries,D'Andre Swift,15.5,-126,-101
carries,Omarion Hampton,14.5,-140,108
carries,De'Von Achane,14.5,-106,-123
carries,Breece Hall,16.5,-106,-124
carries,Kenneth Walker III,16.5,-103,-127
carries,Christian McCaffrey,15.5,-115,-113
carries,Quinshon Judkins,15.5,-112,-113
carries,Chase Brown,14.5,-127,-103
carries,Bucky Irving,14.5,100,-130
carries,Kyren Williams,13.5,-109,-118
carries,Travis Etienne,15.5,-105,-123
carries,Rhamondre Stevenson,15.5,-109,-119
carries,David Montgomery,13.5,-110,-117
carries,Tony Pollard,14.5,-108,-120
carries,Jadarian Price,13.5,-109,-119
carries,MarShawn Lloyd,13.5,-115,-114
carries,Cam Skattebo,12.5,-101,-129
carries,Bhayshul Tuten,12.5,-121,-107
carries,Rico Dowdle,12.5,-121,-107
carries,J.K. Dobbins,12.5,-101,-129
carries,Jordan Mason,10.5,-142,110
carries,Jacory Merritt,10.5,-132,103
carries,Jaylen Warren,9.5,-102,-127
carries,Blake Corum,9.5,-118,-110
carries,Chris Rodriguez,7.5,-144,111
carries,Jo'Quavious Marks,7.5,-122,-106
carries,Aaron Jones,8.5,-130,100
carries,Rachaad White,6.5,-102,-127
carries,TreVeyon Henderson,5.5,-108,-119
scrim_yards,Jahmyr Gibbs,119.5,-112,-113
scrim_yards,Derrick Henry,90.5,-113,-113
scrim_yards,Jonathan Taylor,100.5,-114,-114
scrim_yards,Saquon Barkley,98.5,-115,-111
scrim_yards,Bijan Robinson,114.5,-115,-111
scrim_yards,James Cook,92.5,-114,-115
scrim_yards,Javonte Williams,87.5,-111,-115
scrim_yards,D'Andre Swift,87.5,-114,-114
scrim_yards,Omarion Hampton,82.5,-114,-114
scrim_yards,De'Von Achane,103.5,-111,-114
scrim_yards,Breece Hall,86.5,-114,-112
scrim_yards,Kenneth Walker III,79.5,-114,-114
scrim_yards,Christian McCaffrey,103.5,-113,-114
scrim_yards,Quinshon Judkins,72.5,-114,-114
scrim_yards,Chase Brown,88.5,-111,-114
scrim_yards,Bucky Irving,76.5,-114,-114
scrim_yards,Kyren Williams,70.5,-114,-114
scrim_yards,Travis Etienne,79.5,-111,-115
scrim_yards,Rhamondre Stevenson,87.5,-114,-115
scrim_yards,David Montgomery,68.5,-113,-113
scrim_yards,Tony Pollard,66.5,-112,-113
scrim_yards,Jadarian Price,65.5,-111,-115
scrim_yards,MarShawn Lloyd,66.5,-114,-114
scrim_yards,Cam Skattebo,69.5,-112,-114
scrim_yards,Bhayshul Tuten,66.5,-115,-112
scrim_yards,Rico Dowdle,66.5,-115,-111
scrim_yards,J.K. Dobbins,57.5,-114,-115
scrim_yards,Jaylen Warren,60.5,-115,-112
scrim_yards,Jo'Quavious Marks,46.5,-110,-115
scrim_yards,Aaron Jones,47.5,-115,-111
scrim_yards,Rachaad White,42.5,-116,-111
scrim_yards,Kenneth Gainwell,48.5,-110,-116
scrim_yards,Tyjae Spears,45.5,-113,-115
scrim_yards,RJ Harvey,39.5,-116,-110
scrim_yards,George Holani,33.5,-118,-110
scrim_yards,TreVeyon Henderson,29.5,-114,-111
scrim_yards,Justice Hill,24.5,-114,-114
receiving_yards,Puka Nacua,90.5,-114,-115
receiving_yards,Ja'Marr Chase,87.5,-114,-110
receiving_yards,Jaxon Smith-Njigba,81.5,-115,-113
receiving_yards,CeeDee Lamb,76.5,-114,-115
receiving_yards,Chris Olave,76.5,-113,-113
receiving_yards,Justin Jefferson,74.5,-113,-115
receiving_yards,Nico Collins,69.5,-115,-114
receiving_yards,George Pickens,68.5,-115,-114
receiving_yards,DeVonta Smith,65.5,-114,-112
receiving_yards,Brock Bowers,65.5,-111,-113
receiving_yards,Zay Flowers,64.5,-114,-113
receiving_yards,Drake London,63.5,-112,-115
receiving_yards,Garrett Wilson,61.5,-113,-114
receiving_yards,Tee Higgins,61.5,-115,-113
receiving_yards,Malik Nabers,60.5,-112,-116
receiving_yards,Rashee Rice,51.5,-113,-113
receiving_yards,Jameson Williams,58.5,-114,-115
receiving_yards,Trey McBride,58.5,-114,-115
receiving_yards,Tetairoa McMillan,58.5,-114,-114
receiving_yards,Christian Watson,56.5,-114,-110
receiving_yards,Luther Burden,55.5,-116,-114
receiving_yards,Emeka Egbuka,54.5,-114,-115
receiving_yards,Jaylen Waddle,58.5,-113,-113
receiving_yards,Parker Washington,53.5,-110,-114
receiving_yards,Ladd McConkey,52.5,-113,-117
receiving_yards,Terry McLaurin,51.5,-115,-114
receiving_yards,Davante Adams,51.5,-114,-113
receiving_yards,Mike Evans,49.5,-115,-113
receiving_yards,Marvin Harrison,48.5,-113,-114
receiving_yards,DJ Moore,47.5,-115,-114
receiving_yards,Alec Pierce,47.5,-114,-112
receiving_yards,DK Metcalf,46.5,-116,-112
receiving_yards,Rome Odunze,45.5,-114,-113
receiving_yards,Tucker Kraft,45.5,-113,-114
receiving_yards,Josh Downs,44.5,-114,-114
receiving_yards,Kyle Pitts,43.5,-114,-115
receiving_yards,George Kittle,37.5,-113,-111
receiving_yards,Mark Andrews,34.5,-115,-111
receptions,Puka Nacua,7.5,112,-146
receptions,Ja'Marr Chase,7.5,112,-145
receptions,Jaxon Smith-Njigba,6.5,100,-130
receptions,CeeDee Lamb,6.5,115,-151
receptions,Chris Olave,6.5,102,-133
receptions,Justin Jefferson,5.5,-148,114
receptions,Nico Collins,5.5,100,-130
receptions,George Pickens,4.5,-156,121
receptions,DeVonta Smith,5.5,110,-142
receptions,Brock Bowers,5.5,-142,108
receptions,Zay Flowers,4.5,-157,120
receptions,Drake London,5.5,-119,-110
receptions,Garrett Wilson,5.5,-114,-113
receptions,Tee Higgins,4.5,-143,110
receptions,Malik Nabers,5.5,118,-157
receptions,Rashee Rice,5.5,-128,-101
receptions,Jameson Williams,3.5,-144,111
receptions,Trey McBride,6.5,113,-149
receptions,Tetairoa McMillan,4.5,-113,-114
receptions,Christian Watson,3.5,-169,128
receptions,Luther Burden,4.5,-132,100
receptions,Emeka Egbuka,4.5,122,-160
receptions,Jaylen Waddle,4.5,-120,-107
receptions,Parker Washington,4.5,119,-155
receptions,Ladd McConkey,4.5,-105,-124
receptions,Terry McLaurin,3.5,-168,126
receptions,Davante Adams,4.5,-103,-126
receptions,Mike Evans,3.5,-134,103
receptions,Marvin Harrison,4.5,113,-145
receptions,DJ Moore,3.5,-109,-120
receptions,Alec Pierce,3.5,-113,-115
receptions,DK Metcalf,3.5,-132,101
receptions,Rome Odunze,3.5,-104,-126
receptions,Tucker Kraft,4.5,127,-166
receptions,Josh Downs,4.5,118,-154
receptions,Kyle Pitts,4.5,112,-145
receptions,George Kittle,3.5,-152,117
receptions,Mark Andrews,3.5,119,-155
receiving_yards,Courtland Sutton,42.5,-111,-113
receiving_yards,Travis Kelce,42.5,-113,-113
receiving_yards,Xavier Worthy,36.5,-109,-110
receiving_yards,Pat Bryant,26.5,-113,-113
receiving_yards,Evan Engram,22.5,-113,-113
receiving_yards,Tyquan Thornton,20.5,-112,-112
receiving_yards,Kenneth Walker III,20.5,-113,-113
receiving_yards,RJ Harvey,17.5,-115,-115
receiving_yards,Noah Gray,8.5,-113,-113
receiving_yards,Adam Trautman,3.5,-110,-113
receiving_yards,J.K. Dobbins,3.5,-106,-116
rushing_yards,Bo Nix,17.5,-113,-113
rushing_yards,Patrick Mahomes,13.5,-113,-113
receiving_yards,Marvin Mims Jr.,10.5,-113,-113
receiving_yards,Cyrus Allen,9.5,-113,-113
rushing_yards,Emmett Johnson,13.5,-114,-114
rushing_yards,Xavier Worthy,0.5,120,-149
