game_id,player,market,threshold,odds
2026_01_DEN_KC,Adam Trautman,any_td,1,950
2026_01_DEN_KC,Adam Trautman,receiving_yards,8,-102
2026_01_DEN_KC,Adam Trautman,receiving_yards,15,171
2026_01_DEN_KC,Adam Trautman,receiving_yards,18,136
2026_01_DEN_KC,Adam Trautman,receiving_yards,20,285
2026_01_DEN_KC,Adam Trautman,receiving_yards,25,377
2026_01_DEN_KC,Adam Trautman,receiving_yards,28,200
2026_01_DEN_KC,Adam Trautman,receiving_yards,38,300
2026_01_DEN_KC,Adam Trautman,receiving_yards,40,1020
2026_01_DEN_KC,Adam Trautman,receiving_yards,48,450
2026_01_DEN_KC,Adam Trautman,receiving_yards,50,1780
2026_01_DEN_KC,Adam Trautman,receiving_yards,58,700
2026_01_DEN_KC,Adam Trautman,receiving_yards,60,2800
2026_01_DEN_KC,Adam Trautman,receiving_yards,68,1150
2026_01_DEN_KC,Adam Trautman,receiving_yards,78,1850
2026_01_DEN_KC,Adam Trautman,receiving_yards,88,3100
2026_01_DEN_KC,Adam Trautman,receptions,2,175
2026_01_DEN_KC,Adam Trautman,receptions,3,574
2026_01_DEN_KC,Adam Trautman,receptions,4,1580
2026_01_DEN_KC,Adam Trautman,receptions,5,1350
2026_01_DEN_KC,Adam Trautman,receptions,6,3200
2026_01_DEN_KC,Bo Nix,any_td,1,550
2026_01_DEN_KC,Bo Nix,passing_yards,150,-1000
2026_01_DEN_KC,Bo Nix,passing_yards,160,-1020
2026_01_DEN_KC,Bo Nix,passing_yards,170,-690
2026_01_DEN_KC,Bo Nix,passing_yards,175,-450
2026_01_DEN_KC,Bo Nix,passing_yards,180,-480
2026_01_DEN_KC,Bo Nix,passing_yards,190,-344
2026_01_DEN_KC,Bo Nix,passing_yards,200,-235
2026_01_DEN_KC,Bo Nix,passing_yards,206,-204
2026_01_DEN_KC,Bo Nix,passing_yards,210,-188
2026_01_DEN_KC,Bo Nix,passing_yards,216,-154
2026_01_DEN_KC,Bo Nix,passing_yards,220,-142
2026_01_DEN_KC,Bo Nix,passing_yards,225,-125
2026_01_DEN_KC,Bo Nix,passing_yards,226,-116
2026_01_DEN_KC,Bo Nix,passing_yards,229,-111
2026_01_DEN_KC,Bo Nix,passing_yards,230,-108
2026_01_DEN_KC,Bo Nix,passing_yards,236,106
2026_01_DEN_KC,Bo Nix,passing_yards,240,120
2026_01_DEN_KC,Bo Nix,passing_yards,246,129
2026_01_DEN_KC,Bo Nix,passing_yards,250,155
2026_01_DEN_KC,Bo Nix,passing_yards,256,158
2026_01_DEN_KC,Bo Nix,passing_yards,260,200
2026_01_DEN_KC,Bo Nix,passing_yards,266,194
2026_01_DEN_KC,Bo Nix,passing_yards,270,255
2026_01_DEN_KC,Bo Nix,passing_yards,275,280
2026_01_DEN_KC,Bo Nix,passing_yards,276,240
2026_01_DEN_KC,Bo Nix,passing_yards,280,332
2026_01_DEN_KC,Bo Nix,passing_yards,286,290
2026_01_DEN_KC,Bo Nix,passing_yards,290,429
2026_01_DEN_KC,Bo Nix,passing_yards,296,360
2026_01_DEN_KC,Bo Nix,passing_yards,300,551
2026_01_DEN_KC,Bo Nix,passing_yards,306,450
2026_01_DEN_KC,Bo Nix,passing_yards,310,710
2026_01_DEN_KC,Bo Nix,passing_yards,316,550
2026_01_DEN_KC,Bo Nix,passing_yards,320,910
2026_01_DEN_KC,Bo Nix,passing_yards,325,750
2026_01_DEN_KC,Bo Nix,passing_yards,326,700
2026_01_DEN_KC,Bo Nix,passing_yards,330,1200
2026_01_DEN_KC,Bo Nix,passing_yards,336,875
2026_01_DEN_KC,Bo Nix,passing_yards,340,1520
2026_01_DEN_KC,Bo Nix,passing_yards,346,1100
2026_01_DEN_KC,Bo Nix,passing_yards,350,1960
2026_01_DEN_KC,Bo Nix,passing_yards,356,1400
2026_01_DEN_KC,Bo Nix,passing_yards,360,2500
2026_01_DEN_KC,Bo Nix,passing_yards,366,1850
2026_01_DEN_KC,Bo Nix,passing_yards,370,3100
2026_01_DEN_KC,Bo Nix,passing_yards,380,3800
2026_01_DEN_KC,Bo Nix,rushing_yards,5,-700
2026_01_DEN_KC,Bo Nix,rushing_yards,10,-249
2026_01_DEN_KC,Bo Nix,rushing_yards,15,-130
2026_01_DEN_KC,Bo Nix,rushing_yards,16,-114
2026_01_DEN_KC,Bo Nix,rushing_yards,17,-108
2026_01_DEN_KC,Bo Nix,rushing_yards,20,138
2026_01_DEN_KC,Bo Nix,rushing_yards,25,225
2026_01_DEN_KC,Bo Nix,rushing_yards,26,137
2026_01_DEN_KC,Bo Nix,rushing_yards,30,350
2026_01_DEN_KC,Bo Nix,rushing_yards,36,210
2026_01_DEN_KC,Bo Nix,rushing_yards,40,750
2026_01_DEN_KC,Bo Nix,rushing_yards,46,340
