player_name,season,mp,raptor_offense,raptor_defense
Jeff Green,2021,1983,-0.7,-0.45
Jeff Green,2022,1962,-1.51,-1.88
Josh Green,2021,449,-3.34,-0.84
Josh Green,2022,1160,-2.2,1.87
Blake Griffin,2020,512,-0.95,-2.62
Blake Griffin,2021,1504,0.38,1.92
Blake Griffin,2022,983,-1.16,4.03
Quentin Grimes,2022,786,-1.39,1.43
Marko Guduric,2020,484,-2.23,-2.37
Kyle Guy,2020,10,-3.77,-15.68
Kyle Guy,2021,235,-1.41,-3.19
Kyle Guy,2022,186,-2.68,-0.38
Rui Hachimura,2020,1444,-2.31,-3.02
Rui Hachimura,2021,1970,-2.47,-1.02
Rui Hachimura,2022,943,-0.88,-2.97
Ashton Hagans,2021,4,-18.91,0.26
Tyrese Haliburton,2021,1746,1.54,-2.49
Tyrese Haliburton,2022,2695,2.76,-1.07
Devon Hall,2020,81,-4.53,-0.6
Donta Hall,2020,153,-2.75,-4.23
Donta Hall,2021,179,-0.02,2.45
Josh Hall,2021,336,-6.8,-3.74
Tyler Hall,2022,2,-12.51,-12.69
R.J. Hampton,2021,888,-2.21,-4.53
R.J. Hampton,2022,1402,-3.62,-2.09
Dusty Hannahs,2020,13,15.78,-4.66
Tim Hardaway Jr.,2020,2295,1.79,-0.79
Tim Hardaway Jr.,2021,2247,1.63,0.16
Tim Hardaway Jr.,2022,1245,-0.09,0.49
James Harden,2020,2931,8.49,1.98
James Harden,2021,1931,7.19,-1.55
James Harden,2022,2898,3.52,-1.46
Maurice Harkless,2020,1427,-2.38,-0.1
Maurice Harkless,2021,772,-2.86,-0.97
Maurice Harkless,2022,863,-3.29,0.02
Jared Harper,2020,8,-13.73,-16.86
Jared Harper,2021,16,-14.85,2.12
Jared Harper,2022,43,19.58,-4.39
Montrezl Harrell,2020,1992,0.21,2.94
Montrezl Harrell,2021,1619,1.36,1.96
Montrezl Harrell,2022,1641,2.05,0.53
Gary Harris,2020,2159,-2.92,2.07
Gary Harris,2021,1080,-2.05,-0.67
Gary Harris,2022,1730,-1.12,-0.35
Jalen Harris,2021,172,1.98,-1.24
Joe Harris,2020,2195,1.0,-1.7
Joe Harris,2021,2575,1.45,0.1
Joe Harris,2022,423,-2.9,-1.8
Shaquille Harrison,2020,484,1.36,4.23
Shaquille Harrison,2021,373,-5.75,1.31
Shaquille Harrison,2022,23,-5.64,4.3
Tobias Harris,2020,2618,0.94,-0.63
Tobias Harris,2021,2452,1.59,-0.04
Tobias Harris,2022,3009,0.72,-1.11
Isaiah Hartenstein,2020,266,-0.18,-0.28
Isaiah Hartenstein,2021,559,-2.54,3.64
Isaiah Hartenstein,2022,1216,1.2,1.51
Josh Hart,2020,1755,-0.07,0.31
Josh Hart,2021,1349,-0.34,1.13
Josh Hart,2022,1791,0.86,-0.09
Udonis Haslem,2020,44,-9.31,1.03
Udonis Haslem,2021,3,19.36,28.11
Udonis Haslem,2022,83,-8.45,-8.65
Sam Hauser,2022,173,2.83,0.51
Jaxson Hayes,2020,1080,-1.84,-1.44
Jaxson Hayes,2021,964,-1.57,1.15
Jaxson Hayes,2022,1481,-1.19,-1.27
Killian Hayes,2021,670,-6.57,-1.62
Killian Hayes,2022,1647,-3.68,-0.37
Gordon Hayward,2020,1897,1.65,-0.88
Gordon Hayward,2021,1496,1.01,-0.38
Gordon Hayward,2022,1564,-0.8,-1.22
Aaron Henry,2022,17,-15.35,-4.98
John Henson,2020,600,-1.57,3.93
Dewan Hernandez,2020,28,1.84,-1.15
Juancho Hernangomez,2020,833,-0.69,-0.1
Juancho Hernangomez,2021,900,-0.63,-2.57
Juancho Hernangomez,2022,501,-0.67,-0.03
Willy Hernangomez,2020,375,-1.36,-0.53
Willy Hernangomez,2021,846,-0.49,0.47
Willy Hernangomez,2022,841,1.59,-2.05
Tyler Herro,2020,2214,-0.27,-1.24
Tyler Herro,2021,1728,-0.01,-1.0
Tyler Herro,2022,2532,1.35,-1.26
Kevin Hervey,2020,52,-8.78,-4.38
Mario Hezonja,2020,939,-3.28,-1.47
Buddy Hield,2020,2216,1.22,-1.87
Buddy Hield,2021,2433,1.91,-1.5
Buddy Hield,2022,2499,1.34,-1.13
Haywood Highsmith,2022,194,-4.24,-4.31
George Hill,2020,1539,2.2,0.86
George Hill,2021,877,-0.3,2.25
George Hill,2022,1329,-1.05,1.87
Malcolm Hill,2022,212,-0.14,-0.97
Solomon Hill,2020,1130,-0.72,-1.03
Solomon Hill,2021,1658,-2.72,-0.36
Solomon Hill,2022,139,-2.57,4.09
Nate Hinton,2021,93,-5.04,-3.9
Nate Hinton,2022,2,-13.41,9.29
Jaylen Hoard,2020,144,1.04,-2.37
Jaylen Hoard,2021,320,-1.86,-0.9
Jaylen Hoard,2022,240,-1.65,-5.15
Aaron Holiday,2020,1689,0.45,0.66
Aaron Holiday,2021,1176,-1.39,-0.85
Aaron Holiday,2022,1041,-0.21,0.06
Jrue Holiday,2020,2117,2.3,2.4
Jrue Holiday,2021,2819,3.08,1.25
Jrue Holiday,2022,2670,3.6,1.17
Justin Holiday,2020,1957,0.07,2.39
Justin Holiday,2021,2183,-0.42,0.96
Justin Holiday,2022,2057,-1.18,-1.95
Rondae Hollis-Jefferson,2020,1161,0.46,2.27
Rondae Hollis-Jefferson,2021,143,0.09,-3.1
Richaun Holmes,2020,1242,0.19,0.94
Richaun Holmes,2021,1782,0.17,1.95
Richaun Holmes,2022,1074,-1.76,-1.18
Rodney Hood,2020,619,0.2,-0.07
Rodney Hood,2021,942,-4.11,-1.22
Rodney Hood,2022,709,-2.45,-1.06
Scotty Hopson,2022,18,-8.23,2.69
Al Horford,2020,2154,0.33,0.6
Al Horford,2021,782,-0.9,3.72
Al Horford,2022,2820,0.59,3.73
Talen Horton-Tucker,2020,98,-2.59,1.23
Talen Horton-Tucker,2021,1352,-1.36,1.08
Talen Horton-Tucker,2022,1511,-2.4,-0.02
Danuel House Jr.,2020,2192,-0.38,0.33
Danuel House Jr.,2021,932,-3.47,-2.09
Danuel House Jr.,2022,839,-1.95,0.68
Dwight Howard,2020,1588,0.38,0.3
Dwight Howard,2021,1345,-2.18,0.03
Dwight Howard,2022,971,-0.16,-1.52
Markus Howard,2021,317,-4.4,-4.54
Markus Howard,2022,176,3.52,-2.62
William Howard,2020,13,-20.82,-8.78
Kevin Huerter,2020,1760,-0.36,-2.45
Kevin Huerter,2021,2684,-0.11,-0.01
Kevin Huerter,2022,2342,0.4,-0.89
Jay Huff,2022,20,-13.23,23.61
Elijah Hughes,2021,64,-4.46,-4.08
Elijah Hughes,2022,434,-5.37,-4.75
De'Andre Hunter,2020,2018,-2.5,-1.32
De'Andre Hunter,2021,830,-0.71,3.87
De'Andre Hunter,2022,1752,-1.89,-0.24
Feron Hunt,2022,8,-7.55,6.74
Chandler Hutchison,2020,527,-3.23,0.52
Chandler Hutchison,2021,364,-3.94,-1.82
Chandler Hutchison,2022,22,-8.6,-7.66
Bones Hyland,2022,1397,2.33,-1.55
Serge Ibaka,2020,1736,-1.28,1.05
Serge Ibaka,2021,973,-0.33,2.13
Serge Ibaka,2022,899,-3.99,-0.52
Andre Iguodala,2020,828,-1.85,1.5
Andre Iguodala,2021,1410,-2.25,1.06
Andre Iguodala,2022,664,-0.44,4.43
Ersan Ilyasova,2020,1009,0.03,0.32
Ersan Ilyasova,2021,151,-0.78,1.53
Joe Ingles,2020,2371,0.38,0.89
Joe Ingles,2021,2173,2.03,0.48
Joe Ingles,2022,1122,-0.21,-1.11
Brandon Ingram,2020,2104,1.62,-1.12
Brandon Ingram,2021,2093,3.33,-2.03
Brandon Ingram,2022,2105,2.01,-1.2
Kyrie Irving,2020,658,6.0,-3.23
Kyrie Irving,2021,2211,5.77,-2.31
Kyrie Irving,2022,1261,5.03,-0.88
Jonathan Isaac,2020,980,-0.84,4.76
Wes Iwundu,2020,1029,-1.98,0.3
Wes Iwundu,2021,539,-5.45,-0.48
Wes Iwundu,2022,82,-2.02,-5.49
Frank Jackson,2020,797,-1.21,-4.31
Frank Jackson,2021,738,-0.01,-1.02
Frank Jackson,2022,1164,-1.49,-2.4
Isaiah Jackson,2022,541,-1.29,0.57
Jaren Jackson Jr.,2020,1622,-1.32,-0.17
Jaren Jackson Jr.,2021,395,-0.34,0.1
Jaren Jackson Jr.,2022,2458,-0.24,2.32
Josh Jackson,2020,381,0.1,2.88
Josh Jackson,2021,1560,-1.5,1.37
Josh Jackson,2022,830,-2.32,-0.74
Justin Jackson,2020,1061,-1.28,-2.64
Justin Jackson,2021,592,-2.74,-1.18
Justin Jackson,2022,37,-5.21,1.46
Reggie Jackson,2020,913,0.8,-1.44
Reggie Jackson,2021,2166,2.73,-0.88
Reggie Jackson,2022,2337,-0.9,-0.05
Justin James,2020,232,-3.41,1.13
Justin James,2021,310,-2.31,-2.24
LeBron James,2020,3078,6.49,1.33
LeBron James,2021,1728,5.88,0.64
LeBron James,2022,2084,4.64,0.1
Mike James,2021,339,-1.61,-1.66
DeJon Jarreau,2022,1,9.34,6.26
Amile Jefferson,2020,74,-7.42,3.17
DaQuan Jeffries,2020,141,-0.28,-0.72
DaQuan Jeffries,2021,493,-1.21,0.62
DaQuan Jeffries,2022,9,-1.45,2.07
Ty Jerome,2020,328,-2.95,-1.46
Ty Jerome,2021,788,1.43,-3.48
Ty Jerome,2022,801,-0.95,0.48
Isaiah Joe,2021,392,-0.52,1.77
Isaiah Joe,2022,624,-1.23,0.74
Alize Johnson,2020,118,-0.29,1.05
Alize Johnson,2021,212,3.28,1.25
Alize Johnson,2022,167,-2.77,-6.16
BJ Johnson,2020,87,-7.19,0.57
BJ Johnson,2022,65,-0.53,-0.55
Cameron Johnson,2020,1255,0.09,-0.22
Cameron Johnson,2021,1880,-0.61,1.75
Cameron Johnson,2022,2050,1.02,1.73
David Johnson,2022,2,-4.56,11.31
James Johnson,2020,619,-0.89,-1.39
James Johnson,2021,1043,-3.33,-0.81
James Johnson,2022,1191,-1.83,-0.66
Jalen Johnson,2022,129,-7.51,-1.73
Joe Johnson,2022,2,5.39,-24.32
Keldon Johnson,2020,301,2.03,0.13
Keldon Johnson,2021,1968,-0.66,-2.03
Keldon Johnson,2022,2392,1.31,-0.41
Keon Johnson,2022,697,-5.16,-3.39
Stanley Johnson,2020,170,-0.42,3.53
Stanley Johnson,2021,1006,-3.22,-0.94
Stanley Johnson,2022,1094,-0.69,0.19
Tyler Johnson,2020,802,-2.77,-2.46
Tyler Johnson,2021,753,-0.72,-0.91
Tyler Johnson,2022,91,-3.31,0.29
Nikola Jokic,2020,3030,4.6,0.48
Nikola Jokic,2021,2833,8.6,0.65
Nikola Jokic,2022,2647,8.52,6.05
Carlik Jones,2022,23,-13.03,4.67
Damian Jones,2020,887,-1.57,-2.64
Damian Jones,2021,547,-3.46,-1.95
Damian Jones,2022,1017,-1.02,-1.51
Derrick Jones Jr.,2020,1472,0.03,2.24
Derrick Jones Jr.,2021,1328,-1.78,1.32
Derrick Jones Jr.,2022,958,-0.51,0.24
Herbert Jones,2022,2561,-1.16,2.61
Jemerrio Jones,2022,15,-0.55,-9.9
Kai Jones,2022,63,-7.64,-4.19
Mason Jones,2021,334,-2.02,-5.93
Mason Jones,2022,51,1.74,-3.86
Tre Jones,2021,269,-2.85,-7.13
Tre Jones,2022,1148,0.28,1.94
Tyus Jones,2020,1232,1.05,-1.35
Tyus Jones,2021,1269,-0.25,0.03
Tyus Jones,2022,1811,1.37,-0.51
DeAndre Jordan,2020,1234,-1.55,1.8
DeAndre Jordan,2021,1246,-3.04,-0.7
DeAndre Jordan,2022,653,-3.77,-2.12
Cory Joseph,2020,1759,-1.97,1.55
Cory Joseph,2021,1446,-1.01,0.37
Cory Joseph,2022,1600,-0.4,-0.13
Mfiondu Kabengele,2020,64,3.42,1.59
Mfiondu Kabengele,2021,280,-5.33,0.96
Georgios Kalaitzakis,2022,214,-6.03,-6.88
Frank Kaminsky,2020,777,-1.87,-0.66
Frank Kaminsky,2021,783,-0.76,-0.6
Frank Kaminsky,2022,181,-2.26,8.97
Enes Kanter,2020,1085,1.74,0.26
Enes Kanter,2021,1814,2.49,-2.8
Enes Freedom,2022,411,-0.93,2.43
Luke Kennard,2020,922,2.43,-2.98
Luke Kennard,2021,1451,0.57,-3.71
Luke Kennard,2022,1919,1.54,-0.67
Braxton Key,2022,197,-2.84,5.63
Michael Kidd-Gilchrist,2020,336,-5.48,1.03
Stanton Kidd,2020,15,-15.4,7.07
George King,2022,19,-14.29,-6.93
Louis King,2020,62,-2.23,1.03
Louis King,2021,85,3.65,3.79
Louis King,2022,104,-1.39,-0.43
Corey Kispert,2022,1801,0.08,-2.11
Maxi Kleber,2020,2093,-1.5,0.68
Maxi Kleber,2021,1528,-1.46,1.04
Maxi Kleber,2022,1907,-2.03,2.1
Brandon Knight,2020,462,-1.97,-3.67
Brandon Knight,2022,65,-1.5,-0.15
Nathan Knight,2021,293,-2.79,2.41
Nathan Knight,2022,267,-0.62,1.7
Kevin Knox II,2020,1166,-3.54,-1.71
Kevin Knox II,2021,468,-2.96,-0.25
Kevin Knox II,2022,231,-1.77,-5.68
John Konchar,2020,181,2.15,2.98
John Konchar,2021,578,1.15,1.18
John Konchar,2022,1348,0.25,0.58
Furkan Korkmaz,2020,1599,0.08,0.27
Furkan Korkmaz,2021,1257,0.68,1.49
Furkan Korkmaz,2022,1475,-0.93,-1.09
Luke Kornet,2020,559,-2.95,-2.8
Luke Kornet,2021,353,-3.75,3.59
Luke Kornet,2022,122,2.83,1.53
Kyle Korver,2020,1079,0.41,-0.25
Vit Krejci,2022,690,-2.89,-2.97
Arnoldas Kulboka,2022,5,-12.89,-28.74
Jonathan Kuminga,2022,1323,-2.69,-1.99
Rodions Kurucs,2020,742,-3.75,0.98
Rodions Kurucs,2021,125,-4.94,-0.05
Kyle Kuzma,2020,2010,-2.1,-0.16
Kyle Kuzma,2021,2083,-3.19,0.1
Kyle Kuzma,2022,2204,-1.75,-0.61
Skal Labissiere,2020,567,-1.42,0.28
Anthony Lamb,2021,415,-1.89,-1.85
Anthony Lamb,2022,8,-6.81,4.26
Jeremy Lamb,2020,1291,0.3,0.46
Jeremy Lamb,2021,765,2.73,-0.34
Jeremy Lamb,2022,935,0.73,-0.79
Jock Landale,2022,589,-0.58,-1.47
Romeo Langford,2020,416,-3.16,2.92
Romeo Langford,2021,392,-2.6,2.48
Romeo Langford,2022,771,-2.34,0.76
Zach LaVine,2020,2085,1.21,-1.36
Zach LaVine,2021,2034,3.93,-1.61
Zach LaVine,2022,2481,2.36,-2.28
Vic Law,2020,66,-7.27,1.35
Jake Layman,2020,505,-2.33,0.14
Jake Layman,2021,627,-4.01,0.77
Jake Layman,2022,231,-3.56,0.06
TJ Leaf,2020,222,-2.63,3.54
T.J. Leaf,2021,42,-2.75,4.61
Jalen Lecque,2020,32,-6.42,-0.22
Jalen Lecque,2021,12,1.55,4.38
Courtney Lee,2020,345,-0.39,-1.02
Damion Lee,2020,1423,-0.34,0.63
Damion Lee,2021,1079,0.08,1.04
Damion Lee,2022,1380,-2.36,0.08
Saben Lee,2021,781,-1.65,-2.42
Saben Lee,2022,604,-1.94,0.1
Alex Len,2020,970,-2.23,2.14
Alex Len,2021,1021,-2.73,0.74
Alex Len,2022,620,-4.08,-1.29
Kawhi Leonard,2020,2359,6.39,3.25
Kawhi Leonard,2021,2205,6.33,1.48
Meyers Leonard,2020,1065,-1.67,-0.57
Meyers Leonard,2021,29,-3.46,-5.21
Caris LeVert,2020,1470,1.84,-0.6
Caris LeVert,2021,1486,0.39,-0.51
Caris LeVert,2022,1781,0.98,-1.84
Kira Lewis Jr.,2021,904,-0.83,-1.0
Kira Lewis Jr.,2022,341,-3.63,-0.44
Scottie Lewis,2022,7,2.77,-0.34
Damian Lillard,2020,2617,8.14,-1.78
Damian Lillard,2021,2646,8.3,-2.21
Damian Lillard,2022,1056,4.15,-1.62
Nassir Little,2020,573,-1.66,-1.54
Nassir Little,2021,649,-0.87,-3.71
Nassir Little,2022,1088,0.04,1.28
Isaiah Livers,2022,383,-0.56,-1.2
Kevon Looney,2020,262,-5.39,0.74
Kevon Looney,2021,1161,-0.81,1.75
Kevon Looney,2022,2180,-0.06,2.42
Brook Lopez,2020,2145,-1.41,3.3
Brook Lopez,2021,2569,-0.85,2.31
Brook Lopez,2022,630,-3.1,4.08
Robin Lopez,2020,979,-3.96,1.03
Robin Lopez,2021,1427,-1.37,0.2
Robin Lopez,2022,612,-2.64,-2.17
Didi Louzada,2021,56,-5.67,-9.66
Didi Louzada,2022,129,-7.09,-2.44
Kevin Love,2020,1780,1.47,-1.52
Kevin Love,2021,622,-0.53,-2.39
Kevin Love,2022,1665,1.93,0.34
Kyle Lowry,2020,2511,3.2,1.64
Kyle Lowry,2021,1601,2.28,-1.07
Kyle Lowry,2022,2428,1.62,1.16
Gabriel Lundberg,2022,44,0.66,1.16
Timothe Luwawu-Cabarrot,2020,984,-0.17,1.09
Timothe Luwawu-Cabarrot,2021,1075,-1.55,-0.84
Timothe Luwawu-Cabarrot,2022,707,-2.16,-0.98
Trey Lyles,2020,1271,-0.6,-1.63
Trey Lyles,2021,358,-3.66,-0.82
Trey Lyles,2022,1537,-0.47,-1.55
Daryl Macon,2020,14,-11.13,7.62
J.P. Macura,2020,1,2.86,16.88
Josh Magette,2020,38,-7.73,11.62
Will Magnay,2021,3,-31.89,-22.68
Ian Mahinmi,2020,808,-2.7,2.6
Thon Maker,2020,776,-2.34,-0.66
Thon Maker,2021,76,-0.02,-2.65
Theo Maledon,2021,1778,-4.93,-3.02
Theo Maledon,2022,908,-3.02,-1.17
Sandro Mamukelashvili,2022,407,-1.65,-7.17
Karim Mane,2021,88,-6.25,-5.11
Nico Mannion,2021,364,-2.19,-2.43
Terance Mann,2020,389,-2.14,0.92
Terance Mann,2021,1641,0.87,0.38
Terance Mann,2022,2317,-0.14,0.65
Tre Mann,2022,1367,-2.23,-1.43
Boban Marjanovic,2020,504,3.67,-0.24
Boban Marjanovic,2021,354,-0.04,-0.78
Boban Marjanovic,2022,134,-4.18,0.11
Lauri Markkanen,2020,1492,-1.0,-2.11
Lauri Markkanen,2021,1317,-0.52,-0.91
Lauri Markkanen,2022,1878,1.64,-0.89
Naji Marshall,2021,700,-1.02,0.36
Naji Marshall,2022,791,-1.42,0.73
Caleb Martin,2020,317,-1.95,4.94
Caleb Martin,2021,818,-2.65,1.48
Caleb Martin,2022,1581,-0.46,2.55
Cody Martin,2020,903,-1.76,4.25
Cody Martin,2021,849,-1.97,1.84
Cody Martin,2022,1866,0.32,0.95
Jeremiah Martin,2020,126,2.18,1.97
Jeremiah Martin,2021,75,-9.05,-1.26
Kelan Martin,2020,495,-4.48,-0.58
Kelan Martin,2021,322,1.3,-1.39
Kelan Martin,2022,450,-2.65,-0.36
Kenyon Martin Jr.,2021,1068,-1.09,-2.22
Kenyon Martin Jr.,2022,1656,-0.21,-2.8
Frank Mason,2020,120,0.99,5.19
Frank Mason,2021,79,-6.74,-10.57
Garrison Mathews,2020,227,1.99,2.66
Garrison Mathews,2021,1055,0.17,0.78
Garrison Mathews,2022,1712,1.09,1.95
Dakota Mathias,2021,123,-1.93,-1.73
Dakota Mathias,2022,16,-5.4,-3.31
Wesley Matthews,2020,1881,-1.8,3.1
Wesley Matthews,2021,1240,-1.87,1.22
Wesley Matthews,2022,1347,-1.29,3.0
Tyrese Maxey,2021,1091,-0.08,-2.25
Tyrese Maxey,2022,3135,1.3,-1.52
Skylar Mays,2021,286,1.43,-0.94
Skylar Mays,2022,229,-1.56,-3.0
Luc Mbah a Moute,2020,25,-8.87,-1.26
Miles McBride,2022,372,-1.43,1.51
Patrick McCaw,2020,908,-3.55,-0.55
Patrick McCaw,2021,33,-0.24,-7.62
Mac McClung,2022,25,-4.83,-4.69
CJ McCollum,2020,2752,2.45,-1.77
CJ McCollum,2021,1840,3.73,0.0
CJ McCollum,2022,2379,3.11,-0.58
T.J. McConnell,2020,1354,0.52,-0.9
T.J. McConnell,2021,1796,1.39,0.93
T.J. McConnell,2022,652,-0.36,0.87
Jalen McDaniels,2020,293,-0.81,1.11
Jalen McDaniels,2021,904,-2.55,-1.75
Jalen McDaniels,2022,895,-1.02,0.58
Jaden McDaniels,2021,1511,-1.84,-0.78
Jaden McDaniels,2022,1933,-2.26,1.95
Doug McDermott,2020,1426,0.82,-2.25
Doug McDermott,2021,1619,0.53,-3.59
Doug McDermott,2022,1223,-0.11,-4.53
Sean McDermott,2021,158,-5.74,-1.0
JaVale McGee,2020,1265,-0.6,2.94
JaVale McGee,2021,712,-2.39,1.76
JaVale McGee,2022,1305,0.0,1.82
Cameron McGriff,2022,46,6.16,-3.87
Rodney McGruder,2020,887,-2.98,-1.72
Rodney McGruder,2021,194,2.99,-1.62
Rodney McGruder,2022,754,-0.14,-0.67
Alfonzo McKinnie,2020,593,-3.27,-2.09
Alfonzo McKinnie,2021,270,1.02,-0.09
Alfonzo McKinnie,2022,206,-3.47,-7.99
JaQuori McLaughlin,2022,11,-2.84,-5.73
Jordan McLaughlin,2020,590,2.06,0.52
Jordan McLaughlin,2021,938,-1.8,0.1
Jordan McLaughlin,2022,985,0.61,-0.29
Ben McLemore,2020,1749,2.05,-2.77
Ben McLemore,2021,941,-1.37,-2.39
Ben McLemore,2022,1285,-1.58,-3.29
Jordan McRae,2020,784,0.19,-2.73
Nicolo Melli,2020,1042,-2.3,-0.75
Nicolo Melli,2021,585,-1.76,-0.17
De'Anthony Melton,2020,1167,0.09,2.1
De'Anthony Melton,2021,1128,0.19,2.1
De'Anthony Melton,2022,1827,0.17,1.94
Sam Merrill,2021,263,-0.84,-1.17
Sam Merrill,2022,58,-2.42,-0.92
Chimezie Metu,2020,105,-2.26,-2.64
Chimezie Metu,2021,488,-2.69,-2.53
Chimezie Metu,2022,1279,-3.35,0.09
Khris Middleton,2020,2208,3.45,1.22
Khris Middleton,2021,3191,2.21,-0.01
Khris Middleton,2022,2213,1.94,-0.67
Eric Mika,2020,19,3.53,3.73
CJ Miles,2020,161,0.16,1.4
CJ Miles,2022,2,-8.34,-56.98
Darius Miller,2021,197,2.3,3.22
Malcolm Miller,2020,167,1.12,0.64
Paul Millsap,2020,1699,-0.51,1.44
Paul Millsap,2021,1271,0.33,1.71
Paul Millsap,2022,382,-2.23,1.24
Patty Mills,2020,1485,3.25,0.43
Patty Mills,2021,1685,-0.38,-0.23
Patty Mills,2022,2418,0.23,-1.81
Shake Milton,2020,931,1.68,-4.39
Shake Milton,2021,1582,0.08,-0.75
Shake Milton,2022,1337,-0.49,-1.12
Davion Mitchell,2022,2076,-1.61,0.4
Donovan Mitchell,2020,2628,3.32,-1.9
Donovan Mitchell,2021,2117,5.71,-1.87
Donovan Mitchell,2022,2495,4.72,-2.73
Naz Mitrou-Long,2020,47,-1.49,7.28
Evan Mobley,2022,2331,-2.72,1.6
Adam Mokoka,2020,112,2.23,0.0
Adam Mokoka,2021,56,-8.0,1.28
Malik Monk,2020,1169,-1.56,-2.91
Malik Monk,2021,878,0.64,-1.83
Malik Monk,2022,2139,1.79,-1.24
Greg Monroe,2022,202,-0.66,1.19
Moses Moody,2022,712,-2.6,-1.74
Matt Mooney,2020,19,-2.97,13.86
Matt Mooney,2022,2,-36.56,11.81
Xavier Moon,2022,137,0.79,-0.78
E'Twaun Moore,2020,1020,-0.3,-1.03
E'Twaun Moore,2021,435,-2.23,0.55
Ja Morant,2020,2074,0.41,-1.47
Ja Morant,2021,2256,2.0,-3.92
Ja Morant,2022,2227,4.98,-1.05
Juwan Morgan,2020,220,-0.27,0.28
Juwan Morgan,2021,153,-4.37,-6.39
Juwan Morgan,2022,46,-2.72,-12.54
Jaylen Morris,2022,16,-11.07,3.57
Markieff Morris,2020,1572,-1.53,-1.1
Markieff Morris,2021,1238,-2.83,-0.21
Markieff Morris,2022,301,-1.39,-1.77
Marcus Morris Sr.,2020,2324,0.81,0.47
Marcus Morris Sr.,2021,2106,0.08,-0.21
Marcus Morris Sr.,2022,1564,-0.06,-3.81
Monte Morris,2020,2042,0.74,-2.83
Monte Morris,2021,1482,0.96,-1.2
Monte Morris,2022,2395,1.46,-2.01
Johnathan Motley,2020,41,3.93,-0.51
Emmanuel Mudiay,2020,884,-2.9,-1.58
Emmanuel Mudiay,2022,11,-5.83,2.17
Mychal Mulder,2020,204,0.03,0.45
Mychal Mulder,2021,766,-0.81,-1.39
Mychal Mulder,2022,239,-6.08,-3.04
Ade Murkey,2022,1,-20.69,-3.56
Trey Murphy III,2022,984,0.16,-0.62
Dejounte Murray,2020,1687,-0.45,-0.13
Dejounte Murray,2021,2139,0.73,0.33
Dejounte Murray,2022,2366,3.05,-0.05
Jamal Murray,2020,2657,3.22,0.45
Jamal Murray,2021,1704,2.96,0.52
Dzanan Musa,2020,526,-3.26,0.73
Mike Muscala,2020,592,-1.29,1.24
Mike Muscala,2021,645,-0.04,2.07
Mike Muscala,2022,592,2.39,3.32
Svi Mykhailiuk,2020,1265,0.46,-0.82
Svi Mykhailiuk,2021,1324,-1.71,-1.31
Svi Mykhailiuk,2022,721,-2.94,-1.31
Abdel Nader,2020,892,-3.62,0.12
Abdel Nader,2021,384,-3.19,2.48
Abdel Nader,2022,145,-7.55,5.74
Larry Nance Jr.,2020,1472,0.06,1.1
Larry Nance Jr.,2021,1091,-2.38,2.9
Larry Nance Jr.,2022,1170,-0.08,-0.36
Shabazz Napier,2020,1344,-0.49,-0.28
RJ Nembhard Jr.,2022,63,-9.03,3.57
Aaron Nesmith,2021,744,-1.9,-0.9
Aaron Nesmith,2022,626,-2.38,0.85
Raul Neto,2020,694,-1.01,2.89
Raul Neto,2021,1515,-0.2,2.14
Raul Neto,2022,1372,-0.45,-0.71
Malik Newman,2020,4,0.0,0.0
Malik Newman,2022,8,5.29,5.38
Georges Niang,2020,1037,1.0,-1.72
Georges Niang,2021,1283,0.09,0.55
Georges Niang,2022,1934,0.26,-1.41
Daishen Nix,2022,261,-3.22,-3.25
Zeke Nnaji,2021,415,-2.28,-2.82
Zeke Nnaji,2022,707,-0.85,-1.5
Joakim Noah,2020,52,-2.46,-0.15
Nerlens Noel,2020,1224,-1.74,2.02
Nerlens Noel,2021,1639,-2.7,2.74
Nerlens Noel,2022,562,-2.97,-0.01
Zach Norvell Jr.,2020,41,-2.95,-6.34
Jaylen Nowell,2020,151,-2.56,1.76
Jaylen Nowell,2021,759,-0.89,-2.24
Jaylen Nowell,2022,987,2.66,-3.0
Frank Ntilikina,2020,1187,-2.4,0.21
Frank Ntilikina,2021,326,-3.24,1.11
Frank Ntilikina,2022,810,-2.06,3.57
James Nunnally,2021,48,-1.38,-8.42
Kendrick Nunn,2020,2201,-0.55,-0.47
Kendrick Nunn,2021,1743,0.44,-1.25
Jusuf Nurkic,2020,414,1.0,-1.1
Jusuf Nurkic,2021,1053,-0.84,4.21
Jusuf Nurkic,2022,1579,-0.2,3.39
David Nwaba,2020,268,-0.76,6.64
David Nwaba,2021,679,-0.37,3.55
David Nwaba,2022,609,0.47,-0.04
Jordan Nwora,2021,305,-0.3,-0.08
Jordan Nwora,2022,1205,-3.13,-2.49
Semi Ojeleye,2020,1133,-2.43,0.65
Semi Ojeleye,2021,962,-2.02,0.41
Semi Ojeleye,2022,406,-5.39,-4.54
Jahlil Okafor,2020,467,-1.06,-2.28
Jahlil Okafor,2021,347,-3.7,-4.04
Chuma Okeke,2021,1133,-1.48,1.72
Chuma Okeke,2022,1749,-3.56,1.08
Elie Okobo,2020,719,-1.78,-2.59
Josh Okogie,2020,1547,-2.16,0.36
Josh Okogie,2021,1197,-2.32,1.75
Josh Okogie,2022,518,-4.05,6.12
Onyeka Okongwu,2021,767,-1.79,0.66
Onyeka Okongwu,2022,1100,-0.04,2.23
