season,game_id,team,passer_player_id,n,epa,name
2019,2019_04_SEA_ARI,SEA,00-0029263,32,4.522079540905769,R.Wilson
2019,2019_04_TB_LA,LA,00-0033106,71,-2.881016569086883,J.Goff
2019,2019_04_TB_LA,TB,00-0031503,43,23.594103504784986,J.Winston
2019,2019_04_TEN_ATL,ATL,00-0026143,58,-4.734634936883603,M.Ryan
2019,2019_04_TEN_ATL,TEN,00-0032268,27,7.970272871153424,M.Mariota
2019,2019_04_WAS_NYG,NYG,00-0035710,31,6.413958172372077,D.Jones
2019,2019_04_WAS_NYG,WAS,00-0028986,12,-7.926565712550655,C.Keenum
2019,2019_04_WAS_NYG,WAS,00-0035232,19,-14.218382069017693,D.Haskins
2019,2019_05_ARI_CIN,ARI,00-0035228,32,10.059913802194938,K.Murray
2019,2019_05_ARI_CIN,CIN,00-0027973,39,9.418702324414207,A.Dalton
2019,2019_05_ATL_HOU,ATL,00-0026143,49,6.450351606856893,M.Ryan
2019,2019_05_ATL_HOU,HOU,00-0033537,33,32.197029992914494,D.Watson
2019,2019_05_BAL_PIT,BAL,00-0034796,33,-7.0969890291599125,L.Jackson
2019,2019_05_BAL_PIT,PIT,00-0034331,2,-5.494149733101949,J.Samuels
2019,2019_05_BAL_PIT,PIT,00-0034771,21,2.5232278101471803,M.Rudolph
2019,2019_05_BAL_PIT,PIT,00-0035577,9,2.6528771184738242,D.Hodges
2019,2019_05_BUF_TEN,BUF,00-0034857,36,-3.870688497845549,J.Allen
2019,2019_05_BUF_TEN,TEN,00-0032268,27,-1.1384845080795025,M.Mariota
2019,2019_05_CHI_OAK,CHI,00-0026544,34,2.8956836182333063,C.Daniel
2019,2019_05_CHI_OAK,LV,00-0031280,32,7.175755536947246,D.Carr
2019,2019_05_CLE_SF,CLE,00-0031235,1,1.3543364126235247,O.Beckham
2019,2019_05_CLE_SF,CLE,00-0031395,1,-1.0041984762065113,G.Gilbert
2019,2019_05_CLE_SF,CLE,00-0034855,26,-23.269429728828456,B.Mayfield
2019,2019_05_CLE_SF,SF,00-0031345,31,6.755732430484077,J.Garoppolo
2019,2019_05_DEN_LAC,DEN,00-0026158,23,-5.349962226304837,J.Flacco
2019,2019_05_DEN_LAC,LAC,00-0022942,47,-15.869033358349263,P.Rivers
2019,2019_05_GB_DAL,DAL,00-0033077,47,1.7205161232360329,D.Prescott
2019,2019_05_GB_DAL,GB,00-0023459,36,2.171625465829771,A.Rodgers
2019,2019_05_IND_KC,IND,00-0033119,29,-6.284829201263923,J.Brissett
2019,2019_05_IND_KC,KC,00-0033873,43,3.2919645472227774,P.Mahomes
2019,2019_05_JAX_CAR,CAR,00-0033280,1,-1.4129622866748832,C.McCaffrey
2019,2019_05_JAX_CAR,CAR,00-0034577,33,1.5439030935850953,K.Allen
2019,2019_05_JAX_CAR,JAX,00-0035289,46,-0.37594458059167213,G.Minshew
2019,2019_05_LA_SEA,LA,00-0033106,49,14.950029448701613,J.Goff
2019,2019_05_LA_SEA,SEA,00-0029263,25,17.194284842297336,R.Wilson
2019,2019_05_MIN_NYG,MIN,00-0029604,30,20.15892363541926,K.Cousins
2019,2019_05_MIN_NYG,NYG,00-0035710,42,-10.837936937342402,D.Jones
2019,2019_05_NE_WAS,NE,00-0019596,46,13.163979986698584,T.Brady
2019,2019_05_NE_WAS,NE,00-0035264,1,-0.9220796087756753,J.Stidham
2019,2019_05_NE_WAS,WAS,00-0027688,33,-22.01641057850793,C.McCoy
2019,2019_05_NYJ_PHI,NYJ,00-0031076,1,-0.8420424275100231,D.Fales
2019,2019_05_NYJ_PHI,NYJ,00-0034412,36,-34.13406071106516,L.Falk
2019,2019_05_NYJ_PHI,PHI,00-0032950,30,-0.020781727341062872,C.Wentz
2019,2019_05_TB_NO,NO,00-0031237,34,9.740943350280718,T.Bridgewater
2019,2019_05_TB_NO,NO,00-0033357,1,1.1868173166876659,T.Hill
2019,2019_05_TB_NO,NO,00-0033906,1,0.9648147185798734,A.Kamara
2019,2019_05_TB_NO,TB,00-0031503,33,1.524636602792084,J.Winston
2019,2019_06_ATL_ARI,ARI,00-0035228,36,20.84961952025048,K.Murray
2019,2019_06_ATL_ARI,ATL,00-0026143,38,19.520304600304467,M.Ryan
2019,2019_06_CAR_TB,CAR,00-0034577,34,5.5319310932329735,K.Allen
2019,2019_06_CAR_TB,TB,00-0031503,62,-13.763563822851188,J.Winston
2019,2019_06_CIN_BAL,BAL,00-0034796,33,6.919105700955718,L.Jackson
2019,2019_06_CIN_BAL,CIN,00-0027973,41,-1.2792956426802462,A.Dalton
2019,2019_06_DAL_NYJ,DAL,00-0033077,42,11.209139482347787,D.Prescott
2019,2019_06_DAL_NYJ,NYJ,00-0034869,34,9.157033408834131,S.Darnold
2019,2019_06_DET_GB,DET,00-0026498,35,0.987792783080798,M.Stafford
2019,2019_06_DET_GB,GB,00-0023459,40,-2.4029161726187382,A.Rodgers
2019,2019_06_HOU_KC,HOU,00-0033537,43,15.265212335769272,D.Watson
2019,2019_06_HOU_KC,KC,00-0033873,36,1.5785097486524053,P.Mahomes
2019,2019_06_NO_JAX,JAX,00-0035289,31,-8.223406968872027,G.Minshew
2019,2019_06_NO_JAX,NO,00-0031237,39,2.5408198489443787,T.Bridgewater
2019,2019_06_NYG_NE,NE,00-0019596,44,-2.469827356711532,T.Brady
2019,2019_06_NYG_NE,NYG,00-0035710,32,-17.757883654820034,D.Jones
2019,2019_06_PHI_MIN,MIN,00-0029604,30,16.515344821395047,K.Cousins
2019,2019_06_PHI_MIN,PHI,00-0032950,42,5.559232614044117,C.Wentz
2019,2019_06_PHI_MIN,PHI,00-0033787,1,-2.403068722342141,J.Elliott
2019,2019_06_PIT_LAC,LAC,00-0022942,45,5.7349956561049105,P.Rivers
2019,2019_06_PIT_LAC,PIT,00-0035577,20,2.5957850582224236,D.Hodges
2019,2019_06_SEA_CLE,CLE,00-0034855,37,-2.139115841506282,B.Mayfield
2019,2019_06_SEA_CLE,SEA,00-0029263,36,17.381087264127938,R.Wilson
2019,2019_06_SF_LA,LA,00-0033106,28,-18.18959006399382,J.Goff
2019,2019_06_SF_LA,SF,00-0031345,35,-0.13731050956114643,J.Garoppolo
2019,2019_06_TEN_DEN,DEN,00-0026158,29,-3.3285842785526385,J.Flacco
2019,2019_06_TEN_DEN,TEN,00-0029701,20,-4.964917499804869,R.Tannehill
2019,2019_06_TEN_DEN,TEN,00-0032268,21,-11.536861487664282,M.Mariota
2019,2019_06_WAS_MIA,MIA,00-0023682,18,4.250180257586297,R.Fitzpatrick
2019,2019_06_WAS_MIA,MIA,00-0034343,30,-20.29288352158619,J.Rosen
2019,2019_06_WAS_MIA,WAS,00-0028986,25,1.022856547057934,C.Keenum
2019,2019_07_ARI_NYG,ARI,00-0035228,23,4.333609688697955,K.Murray
2019,2019_07_ARI_NYG,NYG,00-0035710,43,-14.817202244739747,D.Jones
2019,2019_07_BAL_SEA,BAL,00-0034796,21,0.7134101325470068,L.Jackson
2019,2019_07_BAL_SEA,SEA,00-0029263,42,-7.155095989316014,R.Wilson
2019,2019_07_HOU_IND,HOU,00-0033537,37,1.9117577140879094,D.Watson
2019,2019_07_HOU_IND,IND,00-0033119,40,18.440417701291153,J.Brissett
2019,2019_07_HOU_IND,IND,00-0033251,1,-0.7042251150123775,Z.Pascal
2019,2019_07_JAX_CIN,CIN,00-0027973,45,-12.01128219144154,A.Dalton
2019,2019_07_JAX_CIN,JAX,00-0035289,34,4.550762067080781,G.Minshew II
2019,2019_07_KC_DEN,DEN,00-0026158,42,-20.408420240532244,J.Flacco
2019,2019_07_KC_DEN,DEN,00-0034064,1,-3.1850804274436086,C.Wadman
2019,2019_07_KC_DEN,KC,00-0025708,20,-2.9121598508208004,M.Moore
2019,2019_07_KC_DEN,KC,00-0033873,11,4.93127063263715,P.Mahomes
2019,2019_07_LAC_TEN,LAC,00-0022942,39,14.097997065232569,P.Rivers
2019,2019_07_LAC_TEN,TEN,00-0025825,1,3.6674283910542727,B.Kern
2019,2019_07_LAC_TEN,TEN,00-0029701,31,11.351029124794596,R.Tannehill
