game_id,date,team,opp,home,player_id,name,pos,starter,min,fgm,fga,tpm,tpa,ftm,fta,orb,drb,ast,stl,blk,tov,pf,pm,pts,dnp
2023_20221018_LAL_GSW,2022-10-18,GSW,LAL,1,3975,Stephen Curry,G,1,33,10,22,4,13,9,9,1,5,7,4,1,4,1,20,33,0
2023_20221018_LAL_GSW,2022-10-18,GSW,LAL,1,3059319,Andrew Wiggins,F,1,29,8,14,4,7,0,0,1,5,4,1,1,1,5,25,20,0
2023_20221018_LAL_GSW,2022-10-18,GSW,LAL,1,4277956,Jordan Poole,G,0,28,4,15,2,9,2,2,0,2,7,2,0,4,2,1,12,0
2023_20221018_LAL_GSW,2022-10-18,GSW,LAL,1,6589,Draymond Green,F,1,25,2,5,0,0,0,0,0,5,5,0,0,1,1,12,4,0
2023_20221018_LAL_GSW,2022-10-18,GSW,LAL,1,2327577,JaMychal Green,F,0,23,3,6,2,3,0,0,5,2,0,1,0,0,1,-3,8,0
2023_20221018_LAL_GSW,2022-10-18,GSW,LAL,1,3934673,Donte DiVincenzo,G,0,22,3,6,1,2,1,2,0,2,2,1,0,4,2,-5,8,0
2023_20221018_LAL_GSW,2022-10-18,GSW,LAL,1,3155535,Kevon Looney,F,1,21,3,4,0,0,1,1,2,4,2,1,0,0,2,30,7,0
2023_20221018_LAL_GSW,2022-10-18,GSW,LAL,1,6475,Klay Thompson,G,1,20,6,13,2,6,4,5,0,2,3,1,0,2,3,11,18,0
2023_20221018_LAL_GSW,2022-10-18,GSW,LAL,1,4432808,James Wiseman,C,0,17,4,6,0,0,0,4,1,6,0,0,1,0,2,-11,8,0
2023_20221018_LAL_GSW,2022-10-18,GSW,LAL,1,4433247,Jonathan Kuminga,F,0,13,0,3,0,2,0,0,1,2,0,0,1,2,2,-8,0,0
2023_20221018_LAL_GSW,2022-10-18,GSW,LAL,1,4432171,Moses Moody,G,0,8,2,4,1,3,0,0,0,1,0,0,0,0,0,1,5,0
2023_20221018_LAL_GSW,2022-10-18,GSW,LAL,1,4591725,Ryan Rollins,G,0,2,0,1,0,0,0,0,0,1,1,0,0,0,2,-3,0,0
2023_20221018_LAL_GSW,2022-10-18,GSW,LAL,1,4433246,Patrick Baldwin Jr.,G,0,0,,,,,,,,,,,,,,,,1
2023_20221018_LAL_GSW,2022-10-18,LAL,GSW,0,6583,Anthony Davis,F,1,36,10,22,0,3,7,9,0,6,0,4,1,3,2,-21,27,0
2023_20221018_LAL_GSW,2022-10-18,LAL,GSW,0,1966,LeBron James,F,1,35,12,26,3,10,4,4,5,10,8,0,0,5,2,-10,31,0
2023_20221018_LAL_GSW,2022-10-18,LAL,GSW,0,3468,Russell Westbrook,G,1,31,7,12,1,3,4,5,1,10,3,1,0,4,1,-6,19,0
2023_20221018_LAL_GSW,2022-10-18,LAL,GSW,0,4277890,Lonnie Walker IV,G,1,29,2,7,0,3,1,2,1,2,5,1,1,2,0,-13,5,0
2023_20221018_LAL_GSW,2022-10-18,LAL,GSW,0,3964,Patrick Beverley,PG,1,25,1,5,1,5,0,0,1,1,2,4,2,1,5,-5,3,0
2023_20221018_LAL_GSW,2022-10-18,LAL,GSW,0,3056247,Kendrick Nunn,G,0,23,5,9,3,6,0,0,0,3,2,1,0,3,2,-19,13,0
2023_20221018_LAL_GSW,2022-10-18,LAL,GSW,0,3908336,Matt Ryan,F,0,18,1,4,1,3,0,0,0,1,0,1,0,1,2,1,3,0
2023_20221018_LAL_GSW,2022-10-18,LAL,GSW,0,4066457,Austin Reaves,G,0,16,1,3,0,2,1,1,0,0,1,0,0,0,1,-6,3,0
2023_20221018_LAL_GSW,2022-10-18,LAL,GSW,0,4401416,Juan Toscano-Anderson,F,0,14,0,3,0,3,0,0,0,4,0,0,0,2,1,0,0,0
2023_20221018_LAL_GSW,2022-10-18,LAL,GSW,0,4066264,Wenyen Gabriel,F,0,8,0,1,0,0,0,2,1,0,1,0,0,0,2,0,0,0
2023_20221018_LAL_GSW,2022-10-18,LAL,GSW,0,4397134,Cole Swider,F,0,2,0,1,0,1,0,0,0,1,1,0,0,0,0,3,0,0
2023_20221018_LAL_GSW,2022-10-18,LAL,GSW,0,4431785,Scotty Pippen Jr.,G,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,3,2,0
2023_20221018_LAL_GSW,2022-10-18,LAL,GSW,0,4432582,Max Christie,G,0,2,1,1,1,1,0,0,0,1,0,0,0,0,0,3,3,0
2023_20221018_LAL_GSW,2022-10-18,LAL,GSW,0,3064559,Damian Jones,C,0,0,,,,,,,,,,,,,,,,1
2023_20221018_PHI_BOS,2022-10-18,BOS,PHI,1,4065648,Jayson Tatum,F,1,39,13,20,2,7,7,9,0,12,4,1,1,3,1,10,35,0
2023_20221018_PHI_BOS,2022-10-18,BOS,PHI,1,3917376,Jaylen Brown,G,1,39,14,24,4,12,3,3,0,3,2,2,1,4,1,7,35,0
2023_20221018_PHI_BOS,2022-10-18,BOS,PHI,1,2990992,Marcus Smart,G,1,36,3,8,1,4,7,8,1,2,7,1,0,1,3,0,14,0
2023_20221018_PHI_BOS,2022-10-18,BOS,PHI,1,3078576,Derrick White,G,1,24,1,3,0,1,0,1,1,2,4,1,0,1,2,9,2,0
2023_20221018_PHI_BOS,2022-10-18,BOS,PHI,1,4066218,Grant Williams,F,0,24,5,5,3,3,2,3,0,1,1,0,0,0,3,-3,15,0
2023_20221018_PHI_BOS,2022-10-18,BOS,PHI,1,2566769,Malcolm Brogdon,G,0,24,7,11,0,2,2,2,1,1,4,2,0,1,2,9,16,0
2023_20221018_PHI_BOS,2022-10-18,BOS,PHI,1,3213,Al Horford,C,1,23,2,7,2,5,0,0,1,4,1,0,0,0,4,8,6,0
2023_20221018_PHI_BOS,2022-10-18,BOS,PHI,1,3078284,Noah Vonleh,PF,0,20,1,2,0,0,0,0,0,2,0,1,1,0,4,7,2,0
2023_20221018_PHI_BOS,2022-10-18,BOS,PHI,1,3989,Blake Griffin,PF,0,8,0,2,0,1,1,2,2,3,1,0,0,0,3,-5,1,0
2023_20221018_PHI_BOS,2022-10-18,BOS,PHI,1,4065804,Sam Hauser,F,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
2023_20221018_PHI_BOS,2022-10-18,BOS,PHI,1,3138156,Justin Jackson,F,0,0,,,,,,,,,,,,,,,,1
2023_20221018_PHI_BOS,2022-10-18,BOS,PHI,1,3064560,Luke Kornet,C,0,0,,,,,,,,,,,,,,,,1
2023_20221018_PHI_BOS,2022-10-18,BOS,PHI,1,4065660,Mfiondu Kabengele,C,0,0,,,,,,,,,,,,,,,,1
2023_20221018_PHI_BOS,2022-10-18,BOS,PHI,1,4066354,Payton Pritchard,G,0,0,,,,,,,,,,,,,,,,1
2023_20221018_PHI_BOS,2022-10-18,BOS,PHI,1,4576085,JD Davison,G,0,0,,,,,,,,,,,,,,,,1
2023_20221018_PHI_BOS,2022-10-18,PHI,BOS,0,4431678,Tyrese Maxey,G,1,38,8,16,2,5,3,3,0,1,2,2,0,1,5,-6,21,0
2023_20221018_PHI_BOS,2022-10-18,PHI,BOS,0,3059318,Joel Embiid,C,1,37,9,18,1,6,7,9,1,14,5,0,1,6,4,-13,26,0
2023_20221018_PHI_BOS,2022-10-18,PHI,BOS,0,3992,James Harden,G,1,37,9,14,5,9,12,12,0,8,7,0,0,3,3,1,35,0
2023_20221018_PHI_BOS,2022-10-18,PHI,BOS,0,6440,Tobias Harris,F,1,34,7,14,3,6,1,2,1,1,0,3,0,0,3,-1,18,0
2023_20221018_PHI_BOS,2022-10-18,PHI,BOS,0,3033,P.J. Tucker,PF,1,33,3,5,0,2,0,0,2,2,0,0,1,2,2,-6,6,0
2023_20221018_PHI_BOS,2022-10-18,PHI,BOS,0,4066436,De'Anthony Melton,G,0,21,2,4,1,2,0,0,0,0,0,1,0,0,2,-13,5,0
2023_20221018_PHI_BOS,2022-10-18,PHI,BOS,0,2991155,Danuel House Jr.,SF,0,16,0,2,0,1,1,2,0,1,1,2,0,1,2,-5,1,0
2023_20221018_PHI_BOS,2022-10-18,PHI,BOS,0,2990969,Georges Niang,F,0,12,1,4,1,3,0,0,0,0,1,0,0,0,1,-5,3,0
2023_20221018_PHI_BOS,2022-10-18,PHI,BOS,0,2991055,Montrezl Harrell,C,0,11,1,3,0,0,0,0,0,0,0,0,1,1,3,4,2,0
2023_20221018_PHI_BOS,2022-10-18,PHI,BOS,0,3907498,Matisse Thybulle,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
2023_20221018_PHI_BOS,2022-10-18,PHI,BOS,0,4278562,Paul Reed,F,0,0,,,,,,,,,,,,,,,,1
2023_20221018_PHI_BOS,2022-10-18,PHI,BOS,0,3915195,Shake Milton,SG,0,0,,,,,,,,,,,,,,,,1
2023_20221018_PHI_BOS,2022-10-18,PHI,BOS,0,3929325,Furkan Korkmaz,SG,0,0,,,,,,,,,,,,,,,,1
2023_20221018_PHI_BOS,2022-10-18,PHI,BOS,0,4432164,Jaden Springer,G,0,0,,,,,,,,,,,,,,,,1
2023_20221019_CHA_SAS,2022-10-19,CHA,SAS,0,4278078,P.J. Washington,F,1,30,7,12,3,4,0,0,2,5,4,0,3,1,2,29,17,0
2023_20221019_CHA_SAS,2022-10-19,CHA,SAS,0,3074752,Terry Rozier,G,1,30,10,19,4,7,0,0,0,6,6,0,1,4,1,18,24,0
2023_20221019_CHA_SAS,2022-10-19,CHA,SAS,0,4249,Gordon Hayward,SF,1,29,6,11,1,4,7,7,0,5,2,1,0,5,3,7,20,0
2023_20221019_CHA_SAS,2022-10-19,CHA,SAS,0,3133603,Kelly Oubre Jr.,G,1,23,5,10,1,3,2,3,0,4,2,3,0,0,4,36,13,0
2023_20221019_CHA_SAS,2022-10-19,CHA,SAS,0,4066731,Jalen McDaniels,F,0,23,2,5,1,2,0,0,0,5,2,1,1,0,0,13,5,0
2023_20221019_CHA_SAS,2022-10-19,CHA,SAS,0,2488653,Mason Plumlee,C,1,22,5,9,0,0,2,2,4,3,4,0,1,1,2,6,12,0
2023_20221019_CHA_SAS,2022-10-19,CHA,SAS,0,4278076,Nick Richards,C,0,21,7,13,0,0,5,7,8,2,0,0,0,0,2,28,19,0
2023_20221019_CHA_SAS,2022-10-19,CHA,SAS,0,4065697,Dennis Smith Jr.,PG,0,21,5,7,2,2,0,0,0,2,4,2,2,1,2,28,12,0
2023_20221019_CHA_SAS,2022-10-19,CHA,SAS,0,4431712,James Bouknight,SG,0,14,0,5,0,4,0,0,0,2,1,0,0,0,1,-2,0,0
2023_20221019_CHA_SAS,2022-10-19,CHA,SAS,0,4702233,JT Thor,F,0,8,0,1,0,1,0,0,0,1,0,0,1,0,0,6,0,0
2023_20221019_CHA_SAS,2022-10-19,CHA,SAS,0,4431699,Kai Jones,PF,0,4,1,1,1,1,0,0,0,0,0,0,0,0,0,-7,3,0
2023_20221019_CHA_SAS,2022-10-19,CHA,SAS,0,4701232,Mark Williams,C,0,4,0,0,0,0,2,2,0,1,0,0,0,2,3,-7,2,0
2023_20221019_CHA_SAS,2022-10-19,CHA,SAS,0,4683027,Theo Maledon,PG,0,4,0,0,0,0,2,2,0,1,1,0,0,1,0,-7,2,0
2023_20221019_CHA_SAS,2022-10-19,CHA,SAS,0,4576086,Bryce McGowens,G,0,4,0,1,0,1,0,0,0,0,0,0,1,0,0,-7,0,0
2023_20221019_CHA_SAS,2022-10-19,CHA,SAS,0,3138161,Cody Martin,SF,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,0
2023_20221019_CHA_SAS,2022-10-19,SAS,CHA,1,4395723,Keldon Johnson,F,1,30,8,17,3,7,1,2,2,9,4,2,0,2,2,-11,20,0
2023_20221019_CHA_SAS,2022-10-19,SAS,CHA,1,4395630,Devin Vassell,G,1,29,3,15,0,8,5,8,1,1,4,1,0,2,1,-22,11,0
2023_20221019_CHA_SAS,2022-10-19,SAS,CHA,1,4610139,Jeremy Sochan,F,1,27,2,8,0,2,0,1,2,5,2,2,0,0,2,-2,4,0
2023_20221019_CHA_SAS,2022-10-19,SAS,CHA,1,3134908,Jakob Poeltl,C,1,27,7,13,0,0,0,0,4,5,2,0,0,3,2,-10,14,0
2023_20221019_CHA_SAS,2022-10-19,SAS,CHA,1,4702176,Joshua Primo,G,0,26,3,11,0,3,4,4,0,3,5,0,1,3,2,-18,10,0
2023_20221019_CHA_SAS,2022-10-19,SAS,CHA,1,4395626,Tre Jones,G,1,24,5,8,1,2,3,3,2,1,2,1,2,0,3,-11,14,0
2023_20221019_CHA_SAS,2022-10-19,SAS,CHA,1,2581190,Josh Richardson,SG,0,17,0,3,0,3,0,0,0,2,1,0,0,2,1,-18,0,0
2023_20221019_CHA_SAS,2022-10-19,SAS,CHA,1,2528588,Doug McDermott,F,0,16,5,10,2,5,0,0,2,0,0,0,0,0,2,-18,12,0
2023_20221019_CHA_SAS,2022-10-19,SAS,CHA,1,4066650,Zach Collins,F,0,12,0,3,0,2,1,2,0,0,1,1,4,2,3,-20,1,0
2023_20221019_CHA_SAS,2022-10-19,SAS,CHA,1,4066392,Isaiah Roby,PF,0,9,2,2,0,0,1,1,0,2,0,1,1,0,0,3,5,0
2023_20221019_CHA_SAS,2022-10-19,SAS,CHA,1,2534781,Gorgui Dieng,C,0,9,2,3,1,2,0,0,1,2,1,0,0,0,1,3,5,0
2023_20221019_CHA_SAS,2022-10-19,SAS,CHA,1,4397008,Romeo Langford,SG,0,9,2,5,0,0,0,0,0,0,0,0,0,0,0,3,4,0
2023_20221019_CHA_SAS,2022-10-19,SAS,CHA,1,3136779,Keita Bates-Diop,SF,0,5,1,1,0,0,0,0,0,0,0,0,0,1,0,-14,2,0
2023_20221019_CHA_SAS,2022-10-19,SAS,CHA,1,4565201,Malaki Branham,F,0,0,,,,,,,,,,,,,,,,1
2023_20221019_CHA_SAS,2022-10-19,SAS,CHA,1,4683935,Blake Wesley,G,0,0,,,,,,,,,,,,,,,,1
2023_20221019_CHI_MIA,2022-10-19,CHI,MIA,0,3978,DeMar DeRozan,G,1,36,14,22,2,3,7,11,1,5,9,2,1,1,3,13,37,0
2023_20221019_CHI_MIA,2022-10-19,CHI,MIA,0,4397002,Ayo Dosunmu,G,1,36,7,14,3,6,0,0,1,5,4,2,1,2,2,15,17,0
2023_20221019_CHI_MIA,2022-10-19,CHI,MIA,0,6478,Nikola Vucevic,C,1,33,5,13,1,5,4,4,5,12,2,0,3,1,1,16,15,0
2023_20221019_CHI_MIA,2022-10-19,CHI,MIA,0,2991350,Alex Caruso,G,1,30,2,10,1,6,1,2,2,3,4,2,0,4,4,9,6,0
